ADDRESS,CITY,ZIPCODE,LONGITUDE,LATITUDE,MODES_SERV,MODE_BUS,MODE_RAIL,MODE_FERRY
Post St at Kearny St,San Francisco,94104,-122.403452,37.788975,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Montgomery St BART Station (Market St at 2nd St),San Francisco,94105,-122.400811,37.7896254,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
San Francisco Ferry Building (Harry Bridges Plaza),San Francisco,94111,-122.394203,37.795392,4,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",Ferry (intercity or transit) service is available
San Francisco Caltrain (Townsend St at 4th St),San Francisco,94107,-122.395282,37.776598,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Embarcadero BART Station (Beale St at Market St),San Francisco,94105,-122.397086,37.792251,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Balboa Park BART Station,San Francisco,94112,-122.4477232,37.720555,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Glen Park BART Station,San Francisco,94131,-122.4341404,37.732813,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
San Jose Diridon Station,San Jose,95110,-121.901782,37.329732,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Spear St at Folsom St,San Francisco,94105,-122.3904285,37.7896767,2,"No bus (transit, intercity, supplemental, or code-share) service available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Mechanics Monument Plaza (Market St at Bush St),San Francisco,94111,-122.399051,37.7913,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
23rd St at Tennessee St,San Francisco,94107,-122.388795,37.755367,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Illinois St at 20th St,San Francisco,94107,-122.3875397,37.760458,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
24th St at Bartlett St,Berkeley,94110,-122.4197236,37.752105,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Carl St at Cole St,San Francisco,94117,-122.4492574,37.76591,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Newhall St at 3rd St,San Francisco,94124,-122.3896178,37.738572,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
McKinnon Ave at 3rd St,San Francisco,94124,-122.3899698,37.736296,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Lane St at Revere Ave,San Francisco,94124,-122.3900557,37.731727,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Quesada Ave at 3rd St,San Francisco,94124,-122.390973,37.733093,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Williams Ave at 3rd St,San Jose,94124,-122.3928961,37.729279,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Carroll St at 3rd St,San Francisco,94124,-122.39402,37.725375,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Randall St at Chenery St,San Francisco,94131,-122.4255225,37.739813,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
China Basin St at 3rd St,San Francisco,94158,-122.3899698,37.772,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Saint James Park,San Jose,95112,-121.889937,37.339301,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Gish Rd at 1st St,San Jose,95112,-121.9093153,37.361867,2,"No bus (transit, intercity, supplemental, or code-share) service available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
San Carlos St at Market St,San Jose,95113,-121.888979,37.330698,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Paseo De San Antonio at 2nd St,San Jose,95113,-121.886943,37.333798,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Parkmoor Ave at Race St,San Jose,95126,-121.9100046,37.316736,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Octavia Blvd at Page St,San Francisco,94102,-122.4238086,37.774018,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Kerley Dr at Rosemary St,San Jose,95112,-121.9068342,37.360854,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Union Square (Powell St at Post St),San Francisco,94102,-122.4085307,37.7883,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jones St at Post St,San Francisco,94102,-122.4132782,37.787327,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Golden Gate Ave at Franklin St,San Francisco,94102,-122.4219337,37.780787,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Market St at 10th St,San Francisco,94103,-122.417385,37.776619,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Yerba Buena Center for the Arts (Howard St at 3rd St),San Jose,94103,-122.4008757,37.784872,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Natoma St at New Montgomery St,San Jose,94105,-122.399607,37.786553,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Howard St at Beale St,San Francisco,94105,-122.394643,37.789756,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Howard St at 2nd St,San Francisco,94105,-122.398113,37.786928,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
The Embarcadero at Bryant St,San Francisco,94105,-122.3880979,37.787168,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Salesforce Transit Center (Natoma St at 2nd St),San Francisco,94105,-122.3982847,37.787492,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Indiana St at Cesar Chavez St,San Jose,94107,-122.3904473,37.750434,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
2nd St at Folsom St,San Francisco,94107,-122.396906,37.785377,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
5th St at Folsom,San Jose,94107,-122.4030709,37.780146,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Myrtle St at Polk St,San Francisco,94109,-122.4196216,37.785434,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Hyde St at Post St,San Francisco,94109,-122.4166511,37.787349,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jackson St at Polk St,San Francisco,94109,-122.4215676,37.79416,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Leavenworth St at Broadway,San Jose,94109,-122.4168576,37.796471,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Fern St at Polk St,San Jose,94109,-122.4203727,37.788197,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Chestnut St at Van Ness Ave,San Francisco,94109,-122.4245086,37.802288,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
23rd St at San Bruno Ave,San Francisco,94110,-122.4043639,37.754436,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Guerrero Park,San Francisco,94110,-122.4221402,37.745739,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Potrero del Sol Park (25th St at Utah St),Oakland,94110,-122.4052155,37.751792,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Judson Ave at Gennessee St,New York,94112,-122.450695,37.728282,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
20th St at Dolores St,San Francisco,94114,-122.4260938,37.758238,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
22nd St at Dolores St,San Francisco,94114,-122.4257277,37.755,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Post St at Divisadero St,San Francisco,94115,-122.439478,37.784372,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Turk St at Fillmore St,San Francisco,94115,-122.4319464,37.78045,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Alamo Square (Steiner St at Fulton St),San Francisco,94117,-122.4332741,37.777547,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Grove St at Masonic Ave,San Francisco,94117,-122.4465457,37.774836,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Fell St at Stanyan St,San Francisco,94117,-122.4537045,37.771917,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Parker Ave at McAllister St,San Francisco,94118,-122.4530929,37.776101,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Masonic Ave at Turk St,San Jose,94118,-122.4472913,37.779047,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Bay St at Fillmore St,San Francisco,94123,-122.4362889,37.802636,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Buchanan St at North Point St,San Francisco,94123,-122.4335369,37.804272,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Greenwich St at Webster St,San Jose,94123,-122.4341217,37.799208,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Williams Ave at Apollo St,San Francisco,94124,-122.3989633,37.730168,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Mendell St at Fairfax Ave,San Francisco,94124,-122.3856555,37.739853,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Illinois St at Cesar Chavez St,Emeryville,94124,-122.3865674,37.7502,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jennings St at Revere Ave,San Francisco,94124,-122.3865366,37.729393,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Evans Ave at Mendell St,San Francisco,94124,-122.3837364,37.740178,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Oakdale Ave at Phelps St,San Francisco,94124,-122.3942506,37.736852,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Gennessee St at Monterey Blvd,San Francisco,94127,-122.4511215,37.731657,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Lombard St at Columbus Ave,San Francisco,94133,-122.4135786,37.802746,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Goettingen St at Bacon St,San Jose,94134,-122.4065995,37.726943,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
2100 Powell St,San Jose,94608,-122.2987177,37.839543,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Madison St at 17th St,San Francisco,94612,-122.2624093,37.804037,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Sonora Ave at 1st St,San Jose,95110,-121.911732,37.36406,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Skyport Dr at Technology Dr,San Francisco,95110,-121.9168147,37.365227,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Terraine St at Julian St,San Francisco,95110,-121.8973124,37.33905,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Stockton Ave at Lenzen Ave,San Jose,95110,-121.909149,37.336775,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Pedro St at Hedding St,San Francisco,95110,-121.905733,37.352601,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
3rd St at Keyes St,San Jose,95112,-121.8762785,37.320866,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
4th St at San Carlos St,San Francisco,95112,-121.8838504,37.3328,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Ryland Park,San Jose,95112,-121.895617,37.342725,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Jose City Hall,San Jose,95112,-121.886995,37.337391,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Salvador St at 9th St,San Jose,95112,-121.877349,37.333955,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
5th St at San Salvador St,San Francisco,95112,-121.8817663,37.332039,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
2nd St at Julian St,San Francisco,95112,-121.8928438,37.341132,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Empire St at 7th St,San Francisco,95112,-121.8908,37.347745,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Backesto Park (Jackson St at 13th St),San Francisco,95112,-121.8860498,37.352887,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Taylor St at 9th St,San Jose,95112,-121.8919373,37.353062,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
1st St at Younger Ave,San Francisco,95112,-121.9044364,37.35503,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
10th St at Empire St,San Jose,95112,-121.8876189,37.349426,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Metro Dr at Technology Dr,San Jose,95112,-121.9187942,37.367678,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Raymond Bernal Jr Memorial Park (8th St at Hedding St),San Jose,95112,-121.8959358,37.356834,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
10th St at Mission St,San Jose,95112,-121.8922511,37.355693,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
17th St at Santa Clara St,San Jose,95112,-121.8743849,37.343985,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
23rd St at Taylor St,San Francisco,95112,-121.8787783,37.360001,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
South San Jose State (7th St at Humboldt St),San Jose,95112,-121.8700987,37.320316,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Market St at Park St,San Jose,95113,-121.8903494,37.332426,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Pedro Square,San Jose,95113,-121.8940901,37.336802,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Almaden Blvd at San Fernando St,San Jose,95113,-121.8932,37.331415,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Santa Clara St at Almaden Blvd,San Jose,95113,-121.894902,37.333988,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
1st St at San Carlos Ave,San Jose,95113,-121.8869376,37.331168,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
21st St at Santa Clara St,San Jose,95116,-121.8706781,37.345759,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Bird Ave at Coe Ave,San Jose,95125,-121.8978328,37.315158,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Delmas Ave at Virginia St,San Jose,95125,-121.8929994,37.319757,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Bird Ave at Willow St,San Francisco,95125,-121.8963254,37.311284,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Auzerais Ave at Lincoln Ave,San Jose,95126,-121.908296,37.320969,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
The Alameda at Bush St,San Jose,95126,-121.9048882,37.331932,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Asbury St at The Alameda,San Jose,95126,-121.9194272,37.33801,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Sunol St at San Carlos St,San Jose,95126,-121.9059759,37.323451,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Auzerais Ave at Los Gatos Creek Trail,San Jose,95126,-121.9030899,37.321182,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Park Ave at Race St,San Jose,95126,-121.9123274,37.326011,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Carlos St at Meridian Ave,San Jose,95126,-121.9134969,37.323345,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Mercado Way at Sierra Rd,San Jose,95131,-121.8813318,37.371116,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Newbury Park Dr at King Rd,San Francisco,95133,-121.8679664,37.365536,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
1050 The Embarcadero,San Francisco,94105,-122.394203,37.795392,4,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",Ferry (intercity or transit) service is available
10th Ave at E 15th St,Oakland,94606,-122.2487796,37.7927143,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
10th St at Fallon St,Oakland,94607,-122.2629973,37.7976728,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
10th St at University Ave,Berkeley,94710,-122.2933996,37.86906048,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
11th St at Bryant St,San Francisco,94103,-122.4117258,37.7700298,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
11th St at Natoma St,San Francisco,94103,-122.4160402,37.7735069,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
120-127 W San Carlos Street,San Jose,95113,-121.888979,37.330698,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
12th St at 4th Ave,Oakland,94606,-122.2555549,37.7958125,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
12th St at 6th Ave,Oakland,94606,-122.2538745,37.7943532,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
13th St at Franklin St,Oakland,94612,-122.2705793,37.80318908,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
14th St at Filbert St,Oakland,94607,-122.2832823,37.80874983,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
14th St at Mandela Pkwy,Oakland,94607,-122.2914153,37.8107432,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
14th St at Mission St,San Francisco,94103,-122.4201102,37.7682646,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
151 S Almaden Blvd,San Jose,95113,-121.8932,37.331415,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
152 N 3rd Street,San Jose,95112,-121.889937,37.339301,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
162 E San Fernando Street,San Jose,95112,-121.88566,37.335885,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
16th St at Prosper St,San Francisco,94114,-122.4318042,37.764285,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
16th St Mission BART,San Francisco,94110,-122.4199569,37.76471009,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
16th St Mission BART Station 2,San Francisco,94110,-122.420091,37.76476522,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
17th & Folsom Street Park (17th St at Folsom St),San Francisco,94110,-122.4152042,37.7637085,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
17th St at Dolores St,San Francisco,94114,-122.4264968,37.7630152,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
17th St at Valencia St,San Francisco,94110,-122.4219039,37.7633158,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
18th St at Noe St,San Francisco,94114,-122.4326417,37.7610471,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
